weight,transportation_type,zone,service_type,price
21 lbs,air,5,FedEx 2Day A.M.,157.19
22 lbs,air,5,FedEx 2Day A.M.,161.59
23 lbs,air,5,FedEx 2Day A.M.,166.21
24 lbs,air,5,FedEx 2Day A.M.,172.67
25 lbs,air,5,FedEx 2Day A.M.,178.63
26 lbs,air,5,FedEx 2Day A.M.,184.44
27 lbs,air,5,FedEx 2Day A.M.,190.98
28 lbs,air,5,FedEx 2Day A.M.,195.48
29 lbs,air,5,FedEx 2Day A.M.,200.16
30 lbs,air,5,FedEx 2Day A.M.,206.72
31 lbs,air,5,FedEx 2Day A.M.,211.35
32 lbs,air,5,FedEx 2Day A.M.,212.44
33 lbs,air,5,FedEx 2Day A.M.,221.08
34 lbs,air,5,FedEx 2Day A.M.,224.6
35 lbs,air,5,FedEx 2Day A.M.,225.41
36 lbs,air,5,FedEx 2Day A.M.,233.67
37 lbs,air,5,FedEx 2Day A.M.,234.52
38 lbs,air,5,FedEx 2Day A.M.,234.83
39 lbs,air,5,FedEx 2Day A.M.,239.78
40 lbs,air,5,FedEx 2Day A.M.,259.91
41 lbs,air,5,FedEx 2Day A.M.,261.93
42 lbs,air,5,FedEx 2Day A.M.,270.31
43 lbs,air,5,FedEx 2Day A.M.,274.83
44 lbs,air,5,FedEx 2Day A.M.,279.69
45 lbs,air,5,FedEx 2Day A.M.,283.6
46 lbs,air,5,FedEx 2Day A.M.,287.9
47 lbs,air,5,FedEx 2Day A.M.,291.92
48 lbs,air,5,FedEx 2Day A.M.,296.23
49 lbs,air,5,FedEx 2Day A.M.,296.67
50 lbs,air,5,FedEx 2Day A.M.,302.0
51 lbs,air,5,FedEx 2Day A.M.,312.82
52 lbs,air,5,FedEx 2Day A.M.,313.93
53 lbs,air,5,FedEx 2Day A.M.,314.66
54 lbs,air,5,FedEx 2Day A.M.,329.11
55 lbs,air,5,FedEx 2Day A.M.,330.57
56 lbs,air,5,FedEx 2Day A.M.,331.45
57 lbs,air,5,FedEx 2Day A.M.,347.68
58 lbs,air,5,FedEx 2Day A.M.,349.31
59 lbs,air,5,FedEx 2Day A.M.,349.99
60 lbs,air,5,FedEx 2Day A.M.,363.27
61 lbs,air,5,FedEx 2Day A.M.,364.62
62 lbs,air,5,FedEx 2Day A.M.,365.33
63 lbs,air,5,FedEx 2Day A.M.,379.5
64 lbs,air,5,FedEx 2Day A.M.,380.93
65 lbs,air,5,FedEx 2Day A.M.,381.48
66 lbs,air,5,FedEx 2Day A.M.,387.24
67 lbs,air,5,FedEx 2Day A.M.,387.86
68 lbs,air,5,FedEx 2Day A.M.,388.52
69 lbs,air,5,FedEx 2Day A.M.,389.15
70 lbs,air,5,FedEx 2Day A.M.,389.78
71 lbs,air,5,FedEx 2Day A.M.,390.41
72 lbs,air,5,FedEx 2Day A.M.,391.06
73 lbs,air,5,FedEx 2Day A.M.,391.67
74 lbs,air,5,FedEx 2Day A.M.,392.32
75 lbs,air,5,FedEx 2Day A.M.,393.59
76 lbs,air,5,FedEx 2Day A.M.,400.1
77 lbs,air,5,FedEx 2Day A.M.,420.87
78 lbs,air,5,FedEx 2Day A.M.,423.71
79 lbs,air,5,FedEx 2Day A.M.,455.84
80 lbs,air,5,FedEx 2Day A.M.,459.07
81 lbs,air,5,FedEx 2Day A.M.,460.17
82 lbs,air,5,FedEx 2Day A.M.,469.54
83 lbs,air,5,FedEx 2Day A.M.,470.82
84 lbs,air,5,FedEx 2Day A.M.,472.09
85 lbs,air,5,FedEx 2Day A.M.,481.88
86 lbs,air,5,FedEx 2Day A.M.,483.59
87 lbs,air,5,FedEx 2Day A.M.,511.95
88 lbs,air,5,FedEx 2Day A.M.,514.81
89 lbs,air,5,FedEx 2Day A.M.,516.07
90 lbs,air,5,FedEx 2Day A.M.,517.33
91 lbs,air,5,FedEx 2Day A.M.,518.62
92 lbs,air,5,FedEx 2Day A.M.,519.89
93 lbs,air,5,FedEx 2Day A.M.,521.16
94 lbs,air,5,FedEx 2Day A.M.,522.45
95 lbs,air,5,FedEx 2Day A.M.,523.72
96 lbs,air,5,FedEx 2Day A.M.,524.99
97 lbs,air,5,FedEx 2Day A.M.,526.2
98 lbs,air,5,FedEx 2Day A.M.,527.33
99 lbs,air,5,FedEx 2Day A.M.,530.29
100 lbs,air,5,FedEx 2Day A.M.,586.0
101 lbs,air,5,FedEx 2Day A.M.,591.86
102 lbs,air,5,FedEx 2Day A.M.,597.72
103 lbs,air,5,FedEx 2Day A.M.,603.58
104 lbs,air,5,FedEx 2Day A.M.,609.44
105 lbs,air,5,FedEx 2Day A.M.,615.3
106 lbs,air,5,FedEx 2Day A.M.,621.16
107 lbs,air,5,FedEx 2Day A.M.,627.02
108 lbs,air,5,FedEx 2Day A.M.,632.88
109 lbs,air,5,FedEx 2Day A.M.,638.74
110 lbs,air,5,FedEx 2Day A.M.,644.6
111 lbs,air,5,FedEx 2Day A.M.,650.46
112 lbs,air,5,FedEx 2Day A.M.,656.32
113 lbs,air,5,FedEx 2Day A.M.,662.18
114 lbs,air,5,FedEx 2Day A.M.,668.04
115 lbs,air,5,FedEx 2Day A.M.,673.9
116 lbs,air,5,FedEx 2Day A.M.,679.76
117 lbs,air,5,FedEx 2Day A.M.,685.62
118 lbs,air,5,FedEx 2Day A.M.,691.48
119 lbs,air,5,FedEx 2Day A.M.,697.34
120 lbs,air,5,FedEx 2Day A.M.,703.2
121 lbs,air,5,FedEx 2Day A.M.,709.06
122 lbs,air,5,FedEx 2Day A.M.,714.92
123 lbs,air,5,FedEx 2Day A.M.,720.78
124 lbs,air,5,FedEx 2Day A.M.,726.64
125 lbs,air,5,FedEx 2Day A.M.,732.5
126 lbs,air,5,FedEx 2Day A.M.,738.36
127 lbs,air,5,FedEx 2Day A.M.,744.22
128 lbs,air,5,FedEx 2Day A.M.,750.08
129 lbs,air,5,FedEx 2Day A.M.,755.94
130 lbs,air,5,FedEx 2Day A.M.,761.8
131 lbs,air,5,FedEx 2Day A.M.,767.66
132 lbs,air,5,FedEx 2Day A.M.,773.52
133 lbs,air,5,FedEx 2Day A.M.,779.38
134 lbs,air,5,FedEx 2Day A.M.,785.24
135 lbs,air,5,FedEx 2Day A.M.,791.1
136 lbs,air,5,FedEx 2Day A.M.,796.96
137 lbs,air,5,FedEx 2Day A.M.,802.82
138 lbs,air,5,FedEx 2Day A.M.,808.68
139 lbs,air,5,FedEx 2Day A.M.,814.54
140 lbs,air,5,FedEx 2Day A.M.,820.4
141 lbs,air,5,FedEx 2Day A.M.,826.26
142 lbs,air,5,FedEx 2Day A.M.,832.12
143 lbs,air,5,FedEx 2Day A.M.,837.98
144 lbs,air,5,FedEx 2Day A.M.,843.84
145 lbs,air,5,FedEx 2Day A.M.,849.7
146 lbs,air,5,FedEx 2Day A.M.,855.56
147 lbs,air,5,FedEx 2Day A.M.,861.42
148 lbs,air,5,FedEx 2Day A.M.,867.28
149 lbs,air,5,FedEx 2Day A.M.,873.14
150 lbs,air,5,FedEx 2Day A.M.,879.0
2 lbs,air,6,FedEx 2Day A.M.,51.44
3 lbs,air,6,FedEx 2Day A.M.,59.1
4 lbs,air,6,FedEx 2Day A.M.,68.3
5 lbs,air,6,FedEx 2Day A.M.,76.27
6 lbs,air,6,FedEx 2Day A.M.,86.4
7 lbs,air,6,FedEx 2Day A.M.,95.42
8 lbs,air,6,FedEx 2Day A.M.,105.94
9 lbs,air,6,FedEx 2Day A.M.,116.98
10 lbs,air,6,FedEx 2Day A.M.,122.62
11 lbs,air,6,FedEx 2Day A.M.,124.62
12 lbs,air,6,FedEx 2Day A.M.,145.29
13 lbs,air,6,FedEx 2Day A.M.,151.9
14 lbs,air,6,FedEx 2Day A.M.,161.19
15 lbs,air,6,FedEx 2Day A.M.,172.89
16 lbs,air,6,FedEx 2Day A.M.,180.48
17 lbs,air,6,FedEx 2Day A.M.,185.15
18 lbs,air,6,FedEx 2Day A.M.,196.42
19 lbs,air,6,FedEx 2Day A.M.,203.62
20 lbs,air,6,FedEx 2Day A.M.,206.96
21 lbs,air,6,FedEx 2Day A.M.,218.34
22 lbs,air,6,FedEx 2Day A.M.,225.48
23 lbs,air,6,FedEx 2Day A.M.,233.62
24 lbs,air,6,FedEx 2Day A.M.,237.61
25 lbs,air,6,FedEx 2Day A.M.,250.0
26 lbs,air,6,FedEx 2Day A.M.,258.51
27 lbs,air,6,FedEx 2Day A.M.,267.28
28 lbs,air,6,FedEx 2Day A.M.,274.13
29 lbs,air,6,FedEx 2Day A.M.,276.28
30 lbs,air,6,FedEx 2Day A.M.,283.83
31 lbs,air,6,FedEx 2Day A.M.,295.81
32 lbs,air,6,FedEx 2Day A.M.,304.47
33 lbs,air,6,FedEx 2Day A.M.,312.61
34 lbs,air,6,FedEx 2Day A.M.,322.06
35 lbs,air,6,FedEx 2Day A.M.,325.65
36 lbs,air,6,FedEx 2Day A.M.,334.37
37 lbs,air,6,FedEx 2Day A.M.,343.43
38 lbs,air,6,FedEx 2Day A.M.,357.77
39 lbs,air,6,FedEx 2Day A.M.,367.54
40 lbs,air,6,FedEx 2Day A.M.,375.88
41 lbs,air,6,FedEx 2Day A.M.,384.37
42 lbs,air,6,FedEx 2Day A.M.,385.32
43 lbs,air,6,FedEx 2Day A.M.,393.41
44 lbs,air,6,FedEx 2Day A.M.,409.65
45 lbs,air,6,FedEx 2Day A.M.,417.12
46 lbs,air,6,FedEx 2Day A.M.,423.65
47 lbs,air,6,FedEx 2Day A.M.,424.43
48 lbs,air,6,FedEx 2Day A.M.,440.02
49 lbs,air,6,FedEx 2Day A.M.,447.64
50 lbs,air,6,FedEx 2Day A.M.,452.73
51 lbs,air,6,FedEx 2Day A.M.,479.91
52 lbs,air,6,FedEx 2Day A.M.,486.38
53 lbs,air,6,FedEx 2Day A.M.,487.04
54 lbs,air,6,FedEx 2Day A.M.,487.64
55 lbs,air,6,FedEx 2Day A.M.,488.16
56 lbs,air,6,FedEx 2Day A.M.,488.67
57 lbs,air,6,FedEx 2Day A.M.,489.4
58 lbs,air,6,FedEx 2Day A.M.,489.93
59 lbs,air,6,FedEx 2Day A.M.,491.17
60 lbs,air,6,FedEx 2Day A.M.,514.34
61 lbs,air,6,FedEx 2Day A.M.,516.67
62 lbs,air,6,FedEx 2Day A.M.,519.45
63 lbs,air,6,FedEx 2Day A.M.,570.83
64 lbs,air,6,FedEx 2Day A.M.,580.62
65 lbs,air,6,FedEx 2Day A.M.,592.91
66 lbs,air,6,FedEx 2Day A.M.,598.1
67 lbs,air,6,FedEx 2Day A.M.,598.69
68 lbs,air,6,FedEx 2Day A.M.,599.23
69 lbs,air,6,FedEx 2Day A.M.,605.33
70 lbs,air,6,FedEx 2Day A.M.,605.94
71 lbs,air,6,FedEx 2Day A.M.,616.85
72 lbs,air,6,FedEx 2Day A.M.,618.55
73 lbs,air,6,FedEx 2Day A.M.,624.99
74 lbs,air,6,FedEx 2Day A.M.,625.64
75 lbs,air,6,FedEx 2Day A.M.,626.68
76 lbs,air,6,FedEx 2Day A.M.,627.72
77 lbs,air,6,FedEx 2Day A.M.,628.77
78 lbs,air,6,FedEx 2Day A.M.,642.54
79 lbs,air,6,FedEx 2Day A.M.,669.12
80 lbs,air,6,FedEx 2Day A.M.,671.79
81 lbs,air,6,FedEx 2Day A.M.,674.5
82 lbs,air,6,FedEx 2Day A.M.,728.31
83 lbs,air,6,FedEx 2Day A.M.,739.72
84 lbs,air,6,FedEx 2Day A.M.,740.87
85 lbs,air,6,FedEx 2Day A.M.,744.68
86 lbs,air,6,FedEx 2Day A.M.,745.73
87 lbs,air,6,FedEx 2Day A.M.,746.77
88 lbs,air,6,FedEx 2Day A.M.,748.23
89 lbs,air,6,FedEx 2Day A.M.,749.4
90 lbs,air,6,FedEx 2Day A.M.,750.57
91 lbs,air,6,FedEx 2Day A.M.,751.75
92 lbs,air,6,FedEx 2Day A.M.,752.92
93 lbs,air,6,FedEx 2Day A.M.,754.12
94 lbs,air,6,FedEx 2Day A.M.,755.29
95 lbs,air,6,FedEx 2Day A.M.,778.21
96 lbs,air,6,FedEx 2Day A.M.,818.53
97 lbs,air,6,FedEx 2Day A.M.,826.89
98 lbs,air,6,FedEx 2Day A.M.,831.65
99 lbs,air,6,FedEx 2Day A.M.,862.54
100 lbs,air,6,FedEx 2Day A.M.,871.0
101 lbs,air,6,FedEx 2Day A.M.,879.71
102 lbs,air,6,FedEx 2Day A.M.,888.42
103 lbs,air,6,FedEx 2Day A.M.,897.13
104 lbs,air,6,FedEx 2Day A.M.,905.84
105 lbs,air,6,FedEx 2Day A.M.,914.55
106 lbs,air,6,FedEx 2Day A.M.,923.26
107 lbs,air,6,FedEx 2Day A.M.,931.97
108 lbs,air,6,FedEx 2Day A.M.,940.68
109 lbs,air,6,FedEx 2Day A.M.,949.39
110 lbs,air,6,FedEx 2Day A.M.,958.1
111 lbs,air,6,FedEx 2Day A.M.,966.81
112 lbs,air,6,FedEx 2Day A.M.,975.52
113 lbs,air,6,FedEx 2Day A.M.,984.23
114 lbs,air,6,FedEx 2Day A.M.,992.94
2 lbs,air,7,FedEx 2Day A.M.,57.18
3 lbs,air,7,FedEx 2Day A.M.,66.21
4 lbs,air,7,FedEx 2Day A.M.,77.04
5 lbs,air,7,FedEx 2Day A.M.,85.81
6 lbs,air,7,FedEx 2Day A.M.,95.28
7 lbs,air,7,FedEx 2Day A.M.,105.85
8 lbs,air,7,FedEx 2Day A.M.,116.64
9 lbs,air,7,FedEx 2Day A.M.,125.56
10 lbs,air,7,FedEx 2Day A.M.,136.58
11 lbs,air,7,FedEx 2Day A.M.,141.06
12 lbs,air,7,FedEx 2Day A.M.,159.94
13 lbs,air,7,FedEx 2Day A.M.,164.66
14 lbs,air,7,FedEx 2Day A.M.,174.76
15 lbs,air,7,FedEx 2Day A.M.,181.08
16 lbs,air,7,FedEx 2Day A.M.,188.75
17 lbs,air,7,FedEx 2Day A.M.,204.1
18 lbs,air,7,FedEx 2Day A.M.,209.13
19 lbs,air,7,FedEx 2Day A.M.,222.93
20 lbs,air,7,FedEx 2Day A.M.,225.73
21 lbs,air,7,FedEx 2Day A.M.,234.43
22 lbs,air,7,FedEx 2Day A.M.,243.07
23 lbs,air,7,FedEx 2Day A.M.,255.74
24 lbs,air,7,FedEx 2Day A.M.,265.74
25 lbs,air,7,FedEx 2Day A.M.,270.1
26 lbs,air,7,FedEx 2Day A.M.,284.55
27 lbs,air,7,FedEx 2Day A.M.,289.54
28 lbs,air,7,FedEx 2Day A.M.,293.19
29 lbs,air,7,FedEx 2Day A.M.,298.69
30 lbs,air,7,FedEx 2Day A.M.,302.54
31 lbs,air,7,FedEx 2Day A.M.,318.24
32 lbs,air,7,FedEx 2Day A.M.,319.83
33 lbs,air,7,FedEx 2Day A.M.,328.34
34 lbs,air,7,FedEx 2Day A.M.,349.63
35 lbs,air,7,FedEx 2Day A.M.,351.87
36 lbs,air,7,FedEx 2Day A.M.,362.37
37 lbs,air,7,FedEx 2Day A.M.,363.43
38 lbs,air,7,FedEx 2Day A.M.,364.93
39 lbs,air,7,FedEx 2Day A.M.,390.47
40 lbs,air,7,FedEx 2Day A.M.,397.42
41 lbs,air,7,FedEx 2Day A.M.,420.31
42 lbs,air,7,FedEx 2Day A.M.,430.68
43 lbs,air,7,FedEx 2Day A.M.,436.03
44 lbs,air,7,FedEx 2Day A.M.,437.09
45 lbs,air,7,FedEx 2Day A.M.,450.02
46 lbs,air,7,FedEx 2Day A.M.,459.27
47 lbs,air,7,FedEx 2Day A.M.,460.2
48 lbs,air,7,FedEx 2Day A.M.,461.66
49 lbs,air,7,FedEx 2Day A.M.,472.62
50 lbs,air,7,FedEx 2Day A.M.,481.84
51 lbs,air,7,FedEx 2Day A.M.,508.26
52 lbs,air,7,FedEx 2Day A.M.,517.15
53 lbs,air,7,FedEx 2Day A.M.,524.75
54 lbs,air,7,FedEx 2Day A.M.,525.51
55 lbs,air,7,FedEx 2Day A.M.,536.34
56 lbs,air,7,FedEx 2Day A.M.,538.17
57 lbs,air,7,FedEx 2Day A.M.,538.66
58 lbs,air,7,FedEx 2Day A.M.,545.26
59 lbs,air,7,FedEx 2Day A.M.,558.24
60 lbs,air,7,FedEx 2Day A.M.,574.94
61 lbs,air,7,FedEx 2Day A.M.,580.45
62 lbs,air,7,FedEx 2Day A.M.,586.26
63 lbs,air,7,FedEx 2Day A.M.,593.32
64 lbs,air,7,FedEx 2Day A.M.,617.16
65 lbs,air,7,FedEx 2Day A.M.,640.66
66 lbs,air,7,FedEx 2Day A.M.,643.02
67 lbs,air,7,FedEx 2Day A.M.,651.74
68 lbs,air,7,FedEx 2Day A.M.,657.54
69 lbs,air,7,FedEx 2Day A.M.,659.31
70 lbs,air,7,FedEx 2Day A.M.,660.15
71 lbs,air,7,FedEx 2Day A.M.,661.21
72 lbs,air,7,FedEx 2Day A.M.,682.24
73 lbs,air,7,FedEx 2Day A.M.,684.35
74 lbs,air,7,FedEx 2Day A.M.,692.26
75 lbs,air,7,FedEx 2Day A.M.,701.35
76 lbs,air,7,FedEx 2Day A.M.,705.02
77 lbs,air,7,FedEx 2Day A.M.,706.08
78 lbs,air,7,FedEx 2Day A.M.,707.45
79 lbs,air,7,FedEx 2Day A.M.,734.77
80 lbs,air,7,FedEx 2Day A.M.,767.41
81 lbs,air,7,FedEx 2Day A.M.,773.18
82 lbs,air,7,FedEx 2Day A.M.,775.01
83 lbs,air,7,FedEx 2Day A.M.,795.67
84 lbs,air,7,FedEx 2Day A.M.,797.75
85 lbs,air,7,FedEx 2Day A.M.,799.13
86 lbs,air,7,FedEx 2Day A.M.,800.18
87 lbs,air,7,FedEx 2Day A.M.,801.21
88 lbs,air,7,FedEx 2Day A.M.,807.98
89 lbs,air,7,FedEx 2Day A.M.,809.77
90 lbs,air,7,FedEx 2Day A.M.,830.03
91 lbs,air,7,FedEx 2Day A.M.,849.4
92 lbs,air,7,FedEx 2Day A.M.,866.67
93 lbs,air,7,FedEx 2Day A.M.,868.41
94 lbs,air,7,FedEx 2Day A.M.,869.6
95 lbs,air,7,FedEx 2Day A.M.,870.78
96 lbs,air,7,FedEx 2Day A.M.,876.17
97 lbs,air,7,FedEx 2Day A.M.,878.7
98 lbs,air,7,FedEx 2Day A.M.,902.92
99 lbs,air,7,FedEx 2Day A.M.,905.94
100 lbs,air,7,FedEx 2Day A.M.,947.0
2 lbs,air,8,FedEx 2Day A.M.,60.23
3 lbs,air,8,FedEx 2Day A.M.,70.38
4 lbs,air,8,FedEx 2Day A.M.,80.09
5 lbs,air,8,FedEx 2Day A.M.,91.12
6 lbs,air,8,FedEx 2Day A.M.,99.82
7 lbs,air,8,FedEx 2Day A.M.,109.96
8 lbs,air,8,FedEx 2Day A.M.,120.98
9 lbs,air,8,FedEx 2Day A.M.,132.81
10 lbs,air,8,FedEx 2Day A.M.,142.65
11 lbs,air,8,FedEx 2Day A.M.,143.9
12 lbs,air,8,FedEx 2Day A.M.,166.37
13 lbs,air,8,FedEx 2Day A.M.,172.87
14 lbs,air,8,FedEx 2Day A.M.,178.27
15 lbs,air,8,FedEx 2Day A.M.,184.72
16 lbs,air,8,FedEx 2Day A.M.,192.53
17 lbs,air,8,FedEx 2Day A.M.,208.19
18 lbs,air,8,FedEx 2Day A.M.,213.32
19 lbs,air,8,FedEx 2Day A.M.,228.71
20 lbs,air,8,FedEx 2Day A.M.,230.25
21 lbs,air,8,FedEx 2Day A.M.,239.12
22 lbs,air,8,FedEx 2Day A.M.,257.24
23 lbs,air,8,FedEx 2Day A.M.,266.76
24 lbs,air,8,FedEx 2Day A.M.,271.24
25 lbs,air,8,FedEx 2Day A.M.,275.52
26 lbs,air,8,FedEx 2Day A.M.,293.52
27 lbs,air,8,FedEx 2Day A.M.,295.34
28 lbs,air,8,FedEx 2Day A.M.,299.06
29 lbs,air,8,FedEx 2Day A.M.,304.67
30 lbs,air,8,FedEx 2Day A.M.,308.6
31 lbs,air,8,FedEx 2Day A.M.,324.61
32 lbs,air,8,FedEx 2Day A.M.,326.24
33 lbs,air,8,FedEx 2Day A.M.,334.91
34 lbs,air,8,FedEx 2Day A.M.,362.55
35 lbs,air,8,FedEx 2Day A.M.,365.32
36 lbs,air,8,FedEx 2Day A.M.,370.21
37 lbs,air,8,FedEx 2Day A.M.,370.71
38 lbs,air,8,FedEx 2Day A.M.,372.23
39 lbs,air,8,FedEx 2Day A.M.,402.35
40 lbs,air,8,FedEx 2Day A.M.,405.37
41 lbs,air,8,FedEx 2Day A.M.,433.45
42 lbs,air,8,FedEx 2Day A.M.,443.73
43 lbs,air,8,FedEx 2Day A.M.,444.76
44 lbs,air,8,FedEx 2Day A.M.,445.84
45 lbs,air,8,FedEx 2Day A.M.,459.03
46 lbs,air,8,FedEx 2Day A.M.,468.46
47 lbs,air,8,FedEx 2Day A.M.,469.42
48 lbs,air,8,FedEx 2Day A.M.,470.9
49 lbs,air,8,FedEx 2Day A.M.,482.08
50 lbs,air,8,FedEx 2Day A.M.,491.49
51 lbs,air,8,FedEx 2Day A.M.,430.51
52 lbs,air,8,FedEx 2Day A.M.,462.7
53 lbs,air,8,FedEx 2Day A.M.,538.26
54 lbs,air,8,FedEx 2Day A.M.,546.04
55 lbs,air,8,FedEx 2Day A.M.,547.07
56 lbs,air,8,FedEx 2Day A.M.,548.94
57 lbs,air,8,FedEx 2Day A.M.,549.44
58 lbs,air,8,FedEx 2Day A.M.,556.17
59 lbs,air,8,FedEx 2Day A.M.,569.42
60 lbs,air,8,FedEx 2Day A.M.,586.45
61 lbs,air,8,FedEx 2Day A.M.,601.64
62 lbs,air,8,FedEx 2Day A.M.,603.17
63 lbs,air,8,FedEx 2Day A.M.,605.19
64 lbs,air,8,FedEx 2Day A.M.,644.88
65 lbs,air,8,FedEx 2Day A.M.,653.64
66 lbs,air,8,FedEx 2Day A.M.,655.89
67 lbs,air,8,FedEx 2Day A.M.,664.78
68 lbs,air,8,FedEx 2Day A.M.,670.77
69 lbs,air,8,FedEx 2Day A.M.,672.85
70 lbs,air,8,FedEx 2Day A.M.,673.36
71 lbs,air,8,FedEx 2Day A.M.,674.44
72 lbs,air,8,FedEx 2Day A.M.,695.9
73 lbs,air,8,FedEx 2Day A.M.,698.05
74 lbs,air,8,FedEx 2Day A.M.,706.12
75 lbs,air,8,FedEx 2Day A.M.,715.38
76 lbs,air,8,FedEx 2Day A.M.,726.51
77 lbs,air,8,FedEx 2Day A.M.,727.98
78 lbs,air,8,FedEx 2Day A.M.,730.26
79 lbs,air,8,FedEx 2Day A.M.,766.66
80 lbs,air,8,FedEx 2Day A.M.,782.77
81 lbs,air,8,FedEx 2Day A.M.,788.65
82 lbs,air,8,FedEx 2Day A.M.,790.52
83 lbs,air,8,FedEx 2Day A.M.,814.48
84 lbs,air,8,FedEx 2Day A.M.,816.9
85 lbs,air,8,FedEx 2Day A.M.,817.95
86 lbs,air,8,FedEx 2Day A.M.,818.98
87 lbs,air,8,FedEx 2Day A.M.,820.01
88 lbs,air,8,FedEx 2Day A.M.,824.14
89 lbs,air,8,FedEx 2Day A.M.,826.02
90 lbs,air,8,FedEx 2Day A.M.,863.44
91 lbs,air,8,FedEx 2Day A.M.,867.22
92 lbs,air,8,FedEx 2Day A.M.,884.09
93 lbs,air,8,FedEx 2Day A.M.,885.8
94 lbs,air,8,FedEx 2Day A.M.,887.0
95 lbs,air,8,FedEx 2Day A.M.,888.21
96 lbs,air,8,FedEx 2Day A.M.,893.7
97 lbs,air,8,FedEx 2Day A.M.,896.29
98 lbs,air,8,FedEx 2Day A.M.,920.99
99 lbs,air,8,FedEx 2Day A.M.,924.06
100 lbs,air,8,FedEx 2Day A.M.,975.0
101 lbs,air,8,FedEx 2Day A.M.,984.75
102 lbs,air,8,FedEx 2Day A.M.,994.5
1 lbs,air,2,FedEx 2Day,25.23
2 lbs,air,2,FedEx 2Day,26.26
3 lbs,air,2,FedEx 2Day,26.68
4 lbs,air,2,FedEx 2Day,27.5
5 lbs,air,2,FedEx 2Day,28.33
6 lbs,air,2,FedEx 2Day,29.55
7 lbs,air,2,FedEx 2Day,30.79
8 lbs,air,2,FedEx 2Day,32.03
9 lbs,air,2,FedEx 2Day,33.67
10 lbs,air,2,FedEx 2Day,33.96
11 lbs,air,2,FedEx 2Day,36.92
12 lbs,air,2,FedEx 2Day,38.88
13 lbs,air,2,FedEx 2Day,41.62
14 lbs,air,2,FedEx 2Day,43.71
15 lbs,air,2,FedEx 2Day,45.36
16 lbs,air,2,FedEx 2Day,46.43
17 lbs,air,2,FedEx 2Day,47.85
18 lbs,air,2,FedEx 2Day,49.45
19 lbs,air,2,FedEx 2Day,51.42
20 lbs,air,2,FedEx 2Day,53.19
21 lbs,air,2,FedEx 2Day,55.67
22 lbs,air,2,FedEx 2Day,57.38
23 lbs,air,2,FedEx 2Day,58.79
24 lbs,air,2,FedEx 2Day,60.14
25 lbs,air,2,FedEx 2Day,62.08
26 lbs,air,2,FedEx 2Day,63.95
27 lbs,air,2,FedEx 2Day,65.99
28 lbs,air,2,FedEx 2Day,68.11
29 lbs,air,2,FedEx 2Day,69.88
30 lbs,air,2,FedEx 2Day,70.15
31 lbs,air,2,FedEx 2Day,70.43
32 lbs,air,2,FedEx 2Day,70.74
33 lbs,air,2,FedEx 2Day,76.58
34 lbs,air,2,FedEx 2Day,78.98
35 lbs,air,2,FedEx 2Day,80.57
36 lbs,air,2,FedEx 2Day,81.83
37 lbs,air,2,FedEx 2Day,83.35
38 lbs,air,2,FedEx 2Day,84.75
39 lbs,air,2,FedEx 2Day,87.44
40 lbs,air,2,FedEx 2Day,87.71
41 lbs,air,2,FedEx 2Day,91.97
42 lbs,air,2,FedEx 2Day,93.47
43 lbs,air,2,FedEx 2Day,95.43
44 lbs,air,2,FedEx 2Day,97.04
45 lbs,air,2,FedEx 2Day,97.47
46 lbs,air,2,FedEx 2Day,100.48
47 lbs,air,2,FedEx 2Day,100.8
48 lbs,air,2,FedEx 2Day,102.9
49 lbs,air,2,FedEx 2Day,103.17
50 lbs,air,2,FedEx 2Day,103.46
51 lbs,air,2,FedEx 2Day,111.79
52 lbs,air,2,FedEx 2Day,104.42
53 lbs,air,2,FedEx 2Day,114.03
54 lbs,air,2,FedEx 2Day,115.64
55 lbs,air,2,FedEx 2Day,117.77
56 lbs,air,2,FedEx 2Day,118.71
57 lbs,air,2,FedEx 2Day,119.26
58 lbs,air,2,FedEx 2Day,119.82
59 lbs,air,2,FedEx 2Day,120.37
60 lbs,air,2,FedEx 2Day,120.93
61 lbs,air,2,FedEx 2Day,121.48
62 lbs,air,2,FedEx 2Day,122.03
63 lbs,air,2,FedEx 2Day,122.58
64 lbs,air,2,FedEx 2Day,130.27
65 lbs,air,2,FedEx 2Day,135.17
66 lbs,air,2,FedEx 2Day,135.72
67 lbs,air,2,FedEx 2Day,136.28
68 lbs,air,2,FedEx 2Day,136.83
69 lbs,air,2,FedEx 2Day,137.39
70 lbs,air,2,FedEx 2Day,137.94
71 lbs,air,2,FedEx 2Day,146.32
72 lbs,air,2,FedEx 2Day,147.16
73 lbs,air,2,FedEx 2Day,147.66
74 lbs,air,2,FedEx 2Day,148.17
75 lbs,air,2,FedEx 2Day,149.18
76 lbs,air,2,FedEx 2Day,152.03
77 lbs,air,2,FedEx 2Day,153.13
78 lbs,air,2,FedEx 2Day,154.24
79 lbs,air,2,FedEx 2Day,155.36
80 lbs,air,2,FedEx 2Day,156.47
81 lbs,air,2,FedEx 2Day,161.89
82 lbs,air,2,FedEx 2Day,163.46
83 lbs,air,2,FedEx 2Day,165.66
84 lbs,air,2,FedEx 2Day,166.78
85 lbs,air,2,FedEx 2Day,174.47
86 lbs,air,2,FedEx 2Day,175.6
87 lbs,air,2,FedEx 2Day,176.7
