weight,transportation_type,zone,service_type,price
88 lbs,air,2,FedEx 2Day,177.81
89 lbs,air,2,FedEx 2Day,178.91
90 lbs,air,2,FedEx 2Day,180.04
91 lbs,air,2,FedEx 2Day,181.14
92 lbs,air,2,FedEx 2Day,182.25
93 lbs,air,2,FedEx 2Day,183.36
94 lbs,air,2,FedEx 2Day,184.48
95 lbs,air,2,FedEx 2Day,185.57
96 lbs,air,2,FedEx 2Day,187.8
97 lbs,air,2,FedEx 2Day,188.6
98 lbs,air,2,FedEx 2Day,189.4
99 lbs,air,2,FedEx 2Day,190.2
100 lbs,air,2,FedEx 2Day,191.0
101 lbs,air,2,FedEx 2Day,192.91
102 lbs,air,2,FedEx 2Day,194.82
103 lbs,air,2,FedEx 2Day,196.73
104 lbs,air,2,FedEx 2Day,198.64
105 lbs,air,2,FedEx 2Day,200.55
106 lbs,air,2,FedEx 2Day,202.46
107 lbs,air,2,FedEx 2Day,204.37
108 lbs,air,2,FedEx 2Day,206.28
109 lbs,air,2,FedEx 2Day,208.19
110 lbs,air,2,FedEx 2Day,210.1
111 lbs,air,2,FedEx 2Day,212.01
112 lbs,air,2,FedEx 2Day,213.92
113 lbs,air,2,FedEx 2Day,215.83
114 lbs,air,2,FedEx 2Day,217.74
115 lbs,air,2,FedEx 2Day,219.65
116 lbs,air,2,FedEx 2Day,221.56
117 lbs,air,2,FedEx 2Day,223.47
118 lbs,air,2,FedEx 2Day,225.38
119 lbs,air,2,FedEx 2Day,227.29
120 lbs,air,2,FedEx 2Day,229.2
121 lbs,air,2,FedEx 2Day,231.11
122 lbs,air,2,FedEx 2Day,233.02
123 lbs,air,2,FedEx 2Day,234.93
124 lbs,air,2,FedEx 2Day,236.84
125 lbs,air,2,FedEx 2Day,238.75
126 lbs,air,2,FedEx 2Day,240.66
127 lbs,air,2,FedEx 2Day,242.57
128 lbs,air,2,FedEx 2Day,244.48
129 lbs,air,2,FedEx 2Day,246.39
130 lbs,air,2,FedEx 2Day,248.3
131 lbs,air,2,FedEx 2Day,250.21
132 lbs,air,2,FedEx 2Day,252.12
133 lbs,air,2,FedEx 2Day,254.03
134 lbs,air,2,FedEx 2Day,255.94
135 lbs,air,2,FedEx 2Day,257.85
136 lbs,air,2,FedEx 2Day,259.76
137 lbs,air,2,FedEx 2Day,261.67
138 lbs,air,2,FedEx 2Day,263.58
139 lbs,air,2,FedEx 2Day,265.49
140 lbs,air,2,FedEx 2Day,267.4
141 lbs,air,2,FedEx 2Day,269.31
142 lbs,air,2,FedEx 2Day,271.22
143 lbs,air,2,FedEx 2Day,273.13
144 lbs,air,2,FedEx 2Day,275.04
145 lbs,air,2,FedEx 2Day,276.95
146 lbs,air,2,FedEx 2Day,278.86
147 lbs,air,2,FedEx 2Day,280.77
148 lbs,air,2,FedEx 2Day,282.68
149 lbs,air,2,FedEx 2Day,284.59
150 lbs,air,2,FedEx 2Day,286.5
2 lbs,air,3,FedEx 2Day,27.59
3 lbs,air,3,FedEx 2Day,28.48
4 lbs,air,3,FedEx 2Day,29.48
5 lbs,air,3,FedEx 2Day,30.43
6 lbs,air,3,FedEx 2Day,31.62
7 lbs,air,3,FedEx 2Day,34.65
8 lbs,air,3,FedEx 2Day,37.81
9 lbs,air,3,FedEx 2Day,39.47
10 lbs,air,3,FedEx 2Day,42.09
11 lbs,air,3,FedEx 2Day,44.32
12 lbs,air,3,FedEx 2Day,46.93
13 lbs,air,3,FedEx 2Day,49.37
14 lbs,air,3,FedEx 2Day,51.93
15 lbs,air,3,FedEx 2Day,53.19
16 lbs,air,3,FedEx 2Day,54.96
17 lbs,air,3,FedEx 2Day,56.6
18 lbs,air,3,FedEx 2Day,58.46
19 lbs,air,3,FedEx 2Day,60.07
20 lbs,air,3,FedEx 2Day,62.66
21 lbs,air,3,FedEx 2Day,65.1
22 lbs,air,3,FedEx 2Day,68.24
23 lbs,air,3,FedEx 2Day,69.74
24 lbs,air,3,FedEx 2Day,72.52
25 lbs,air,3,FedEx 2Day,74.58
26 lbs,air,3,FedEx 2Day,76.63
27 lbs,air,3,FedEx 2Day,78.87
28 lbs,air,3,FedEx 2Day,81.46
29 lbs,air,3,FedEx 2Day,82.98
30 lbs,air,3,FedEx 2Day,85.23
31 lbs,air,3,FedEx 2Day,88.09
32 lbs,air,3,FedEx 2Day,90.05
33 lbs,air,3,FedEx 2Day,92.39
34 lbs,air,3,FedEx 2Day,94.1
35 lbs,air,3,FedEx 2Day,96.96
36 lbs,air,3,FedEx 2Day,99.09
37 lbs,air,3,FedEx 2Day,100.52
38 lbs,air,3,FedEx 2Day,102.04
39 lbs,air,3,FedEx 2Day,104.74
40 lbs,air,3,FedEx 2Day,107.52
41 lbs,air,3,FedEx 2Day,110.12
42 lbs,air,3,FedEx 2Day,112.79
43 lbs,air,3,FedEx 2Day,115.13
44 lbs,air,3,FedEx 2Day,116.55
45 lbs,air,3,FedEx 2Day,119.41
46 lbs,air,3,FedEx 2Day,120.74
47 lbs,air,3,FedEx 2Day,121.01
48 lbs,air,3,FedEx 2Day,125.89
49 lbs,air,3,FedEx 2Day,126.39
50 lbs,air,3,FedEx 2Day,126.66
51 lbs,air,3,FedEx 2Day,127.21
52 lbs,air,3,FedEx 2Day,134.04
53 lbs,air,3,FedEx 2Day,136.76
54 lbs,air,3,FedEx 2Day,138.42
55 lbs,air,3,FedEx 2Day,138.97
56 lbs,air,3,FedEx 2Day,139.52
57 lbs,air,3,FedEx 2Day,145.52
58 lbs,air,3,FedEx 2Day,146.14
59 lbs,air,3,FedEx 2Day,147.01
60 lbs,air,3,FedEx 2Day,147.56
61 lbs,air,3,FedEx 2Day,148.13
62 lbs,air,3,FedEx 2Day,148.67
63 lbs,air,3,FedEx 2Day,149.22
64 lbs,air,3,FedEx 2Day,152.15
65 lbs,air,3,FedEx 2Day,156.18
66 lbs,air,3,FedEx 2Day,156.73
67 lbs,air,3,FedEx 2Day,159.87
68 lbs,air,3,FedEx 2Day,161.15
69 lbs,air,3,FedEx 2Day,164.72
70 lbs,air,3,FedEx 2Day,179.54
71 lbs,air,3,FedEx 2Day,181.96
72 lbs,air,3,FedEx 2Day,182.51
73 lbs,air,3,FedEx 2Day,183.09
74 lbs,air,3,FedEx 2Day,183.64
75 lbs,air,3,FedEx 2Day,184.75
76 lbs,air,3,FedEx 2Day,185.84
77 lbs,air,3,FedEx 2Day,186.96
78 lbs,air,3,FedEx 2Day,188.06
79 lbs,air,3,FedEx 2Day,189.17
80 lbs,air,3,FedEx 2Day,189.97
81 lbs,air,3,FedEx 2Day,191.29
82 lbs,air,3,FedEx 2Day,192.29
83 lbs,air,3,FedEx 2Day,195.31
84 lbs,air,3,FedEx 2Day,196.43
85 lbs,air,3,FedEx 2Day,200.9
86 lbs,air,3,FedEx 2Day,207.09
87 lbs,air,3,FedEx 2Day,208.18
88 lbs,air,3,FedEx 2Day,209.32
89 lbs,air,3,FedEx 2Day,210.42
90 lbs,air,3,FedEx 2Day,211.52
91 lbs,air,3,FedEx 2Day,212.63
92 lbs,air,3,FedEx 2Day,213.74
93 lbs,air,3,FedEx 2Day,214.84
94 lbs,air,3,FedEx 2Day,215.97
95 lbs,air,3,FedEx 2Day,217.07
96 lbs,air,3,FedEx 2Day,218.07
97 lbs,air,3,FedEx 2Day,219.29
98 lbs,air,3,FedEx 2Day,220.09
99 lbs,air,3,FedEx 2Day,221.52
100 lbs,air,3,FedEx 2Day,239.0
101 lbs,air,3,FedEx 2Day,241.39
102 lbs,air,3,FedEx 2Day,243.78
103 lbs,air,3,FedEx 2Day,246.17
104 lbs,air,3,FedEx 2Day,248.56
105 lbs,air,3,FedEx 2Day,250.95
106 lbs,air,3,FedEx 2Day,253.34
107 lbs,air,3,FedEx 2Day,255.73
108 lbs,air,3,FedEx 2Day,258.12
109 lbs,air,3,FedEx 2Day,260.51
110 lbs,air,3,FedEx 2Day,262.9
111 lbs,air,3,FedEx 2Day,265.29
112 lbs,air,3,FedEx 2Day,267.68
113 lbs,air,3,FedEx 2Day,270.07
114 lbs,air,3,FedEx 2Day,272.46
115 lbs,air,3,FedEx 2Day,274.85
116 lbs,air,3,FedEx 2Day,277.24
117 lbs,air,3,FedEx 2Day,279.63
118 lbs,air,3,FedEx 2Day,282.02
119 lbs,air,3,FedEx 2Day,284.41
120 lbs,air,3,FedEx 2Day,286.8
121 lbs,air,3,FedEx 2Day,289.19
122 lbs,air,3,FedEx 2Day,291.58
123 lbs,air,3,FedEx 2Day,293.97
124 lbs,air,3,FedEx 2Day,296.36
125 lbs,air,3,FedEx 2Day,298.75
126 lbs,air,3,FedEx 2Day,301.14
127 lbs,air,3,FedEx 2Day,303.53
128 lbs,air,3,FedEx 2Day,305.92
129 lbs,air,3,FedEx 2Day,308.31
130 lbs,air,3,FedEx 2Day,310.7
131 lbs,air,3,FedEx 2Day,313.09
132 lbs,air,3,FedEx 2Day,315.48
133 lbs,air,3,FedEx 2Day,317.87
134 lbs,air,3,FedEx 2Day,320.26
135 lbs,air,3,FedEx 2Day,322.65
136 lbs,air,3,FedEx 2Day,325.04
137 lbs,air,3,FedEx 2Day,327.43
138 lbs,air,3,FedEx 2Day,329.82
139 lbs,air,3,FedEx 2Day,332.21
140 lbs,air,3,FedEx 2Day,334.6
141 lbs,air,3,FedEx 2Day,336.99
142 lbs,air,3,FedEx 2Day,339.38
143 lbs,air,3,FedEx 2Day,341.77
144 lbs,air,3,FedEx 2Day,344.16
145 lbs,air,3,FedEx 2Day,346.55
146 lbs,air,3,FedEx 2Day,348.94
147 lbs,air,3,FedEx 2Day,351.33
148 lbs,air,3,FedEx 2Day,353.72
149 lbs,air,3,FedEx 2Day,356.11
150 lbs,air,3,FedEx 2Day,358.5
2 lbs,air,4,FedEx 2Day,28.48
3 lbs,air,4,FedEx 2Day,30.16
4 lbs,air,4,FedEx 2Day,32.65
5 lbs,air,4,FedEx 2Day,35.49
6 lbs,air,4,FedEx 2Day,38.68
7 lbs,air,4,FedEx 2Day,41.96
8 lbs,air,4,FedEx 2Day,44.9
9 lbs,air,4,FedEx 2Day,48.51
10 lbs,air,4,FedEx 2Day,52.25
11 lbs,air,4,FedEx 2Day,54.65
12 lbs,air,4,FedEx 2Day,57.65
13 lbs,air,4,FedEx 2Day,59.86
14 lbs,air,4,FedEx 2Day,63.77
15 lbs,air,4,FedEx 2Day,66.88
16 lbs,air,4,FedEx 2Day,69.79
17 lbs,air,4,FedEx 2Day,72.81
18 lbs,air,4,FedEx 2Day,75.46
19 lbs,air,4,FedEx 2Day,77.7
20 lbs,air,4,FedEx 2Day,80.7
21 lbs,air,4,FedEx 2Day,83.73
22 lbs,air,4,FedEx 2Day,86.04
23 lbs,air,4,FedEx 2Day,89.13
24 lbs,air,4,FedEx 2Day,91.98
25 lbs,air,4,FedEx 2Day,93.73
26 lbs,air,4,FedEx 2Day,97.21
27 lbs,air,4,FedEx 2Day,99.68
28 lbs,air,4,FedEx 2Day,101.98
29 lbs,air,4,FedEx 2Day,104.99
30 lbs,air,4,FedEx 2Day,108.63
31 lbs,air,4,FedEx 2Day,111.56
32 lbs,air,4,FedEx 2Day,114.74
33 lbs,air,4,FedEx 2Day,117.93
34 lbs,air,4,FedEx 2Day,120.41
35 lbs,air,4,FedEx 2Day,123.01
36 lbs,air,4,FedEx 2Day,125.56
37 lbs,air,4,FedEx 2Day,128.6
38 lbs,air,4,FedEx 2Day,131.85
39 lbs,air,4,FedEx 2Day,134.07
40 lbs,air,4,FedEx 2Day,137.26
41 lbs,air,4,FedEx 2Day,138.86
42 lbs,air,4,FedEx 2Day,141.69
43 lbs,air,4,FedEx 2Day,143.85
44 lbs,air,4,FedEx 2Day,147.11
45 lbs,air,4,FedEx 2Day,149.25
46 lbs,air,4,FedEx 2Day,152.25
47 lbs,air,4,FedEx 2Day,154.79
48 lbs,air,4,FedEx 2Day,157.54
49 lbs,air,4,FedEx 2Day,157.86
50 lbs,air,4,FedEx 2Day,162.8
51 lbs,air,4,FedEx 2Day,155.03
52 lbs,air,4,FedEx 2Day,156.01
53 lbs,air,4,FedEx 2Day,158.3
54 lbs,air,4,FedEx 2Day,158.88
55 lbs,air,4,FedEx 2Day,163.88
56 lbs,air,4,FedEx 2Day,164.46
57 lbs,air,4,FedEx 2Day,168.57
58 lbs,air,4,FedEx 2Day,169.16
59 lbs,air,4,FedEx 2Day,169.72
60 lbs,air,4,FedEx 2Day,170.28
61 lbs,air,4,FedEx 2Day,179.31
62 lbs,air,4,FedEx 2Day,182.16
63 lbs,air,4,FedEx 2Day,182.75
64 lbs,air,4,FedEx 2Day,183.3
65 lbs,air,4,FedEx 2Day,187.86
66 lbs,air,4,FedEx 2Day,189.96
67 lbs,air,4,FedEx 2Day,190.44
68 lbs,air,4,FedEx 2Day,195.74
69 lbs,air,4,FedEx 2Day,196.27
70 lbs,air,4,FedEx 2Day,200.92
71 lbs,air,4,FedEx 2Day,201.5
72 lbs,air,4,FedEx 2Day,203.11
73 lbs,air,4,FedEx 2Day,203.7
74 lbs,air,4,FedEx 2Day,204.27
75 lbs,air,4,FedEx 2Day,205.41
76 lbs,air,4,FedEx 2Day,206.54
77 lbs,air,4,FedEx 2Day,207.68
78 lbs,air,4,FedEx 2Day,208.83
79 lbs,air,4,FedEx 2Day,209.96
80 lbs,air,4,FedEx 2Day,211.21
81 lbs,air,4,FedEx 2Day,212.24
82 lbs,air,4,FedEx 2Day,220.59
83 lbs,air,4,FedEx 2Day,221.68
84 lbs,air,4,FedEx 2Day,224.98
85 lbs,air,4,FedEx 2Day,228.95
86 lbs,air,4,FedEx 2Day,229.75
87 lbs,air,4,FedEx 2Day,230.55
88 lbs,air,4,FedEx 2Day,231.35
89 lbs,air,4,FedEx 2Day,232.15
90 lbs,air,4,FedEx 2Day,232.95
91 lbs,air,4,FedEx 2Day,242.99
92 lbs,air,4,FedEx 2Day,244.04
93 lbs,air,4,FedEx 2Day,245.13
94 lbs,air,4,FedEx 2Day,246.2
95 lbs,air,4,FedEx 2Day,247.27
96 lbs,air,4,FedEx 2Day,254.34
97 lbs,air,4,FedEx 2Day,260.47
98 lbs,air,4,FedEx 2Day,261.54
99 lbs,air,4,FedEx 2Day,267.7
100 lbs,air,4,FedEx 2Day,294.0
101 lbs,air,4,FedEx 2Day,311.08
102 lbs,air,4,FedEx 2Day,314.16
103 lbs,air,4,FedEx 2Day,317.24
104 lbs,air,4,FedEx 2Day,320.32
105 lbs,air,4,FedEx 2Day,323.4
106 lbs,air,4,FedEx 2Day,326.48
107 lbs,air,4,FedEx 2Day,329.56
108 lbs,air,4,FedEx 2Day,332.64
109 lbs,air,4,FedEx 2Day,335.72
110 lbs,air,4,FedEx 2Day,338.8
111 lbs,air,4,FedEx 2Day,341.88
112 lbs,air,4,FedEx 2Day,344.96
113 lbs,air,4,FedEx 2Day,348.04
114 lbs,air,4,FedEx 2Day,351.12
115 lbs,air,4,FedEx 2Day,354.2
116 lbs,air,4,FedEx 2Day,357.28
117 lbs,air,4,FedEx 2Day,360.36
118 lbs,air,4,FedEx 2Day,363.44
119 lbs,air,4,FedEx 2Day,366.52
120 lbs,air,4,FedEx 2Day,369.6
121 lbs,air,4,FedEx 2Day,372.68
122 lbs,air,4,FedEx 2Day,375.76
123 lbs,air,4,FedEx 2Day,378.84
124 lbs,air,4,FedEx 2Day,381.92
125 lbs,air,4,FedEx 2Day,385.0
126 lbs,air,4,FedEx 2Day,388.08
127 lbs,air,4,FedEx 2Day,391.16
128 lbs,air,4,FedEx 2Day,394.24
129 lbs,air,4,FedEx 2Day,397.32
130 lbs,air,4,FedEx 2Day,400.4
131 lbs,air,4,FedEx 2Day,403.48
132 lbs,air,4,FedEx 2Day,406.56
133 lbs,air,4,FedEx 2Day,409.64
134 lbs,air,4,FedEx 2Day,412.72
135 lbs,air,4,FedEx 2Day,415.8
136 lbs,air,4,FedEx 2Day,418.88
137 lbs,air,4,FedEx 2Day,421.96
138 lbs,air,4,FedEx 2Day,425.04
139 lbs,air,4,FedEx 2Day,428.12
140 lbs,air,4,FedEx 2Day,431.2
141 lbs,air,4,FedEx 2Day,434.28
142 lbs,air,4,FedEx 2Day,437.36
143 lbs,air,4,FedEx 2Day,440.44
144 lbs,air,4,FedEx 2Day,443.52
145 lbs,air,4,FedEx 2Day,446.6
146 lbs,air,4,FedEx 2Day,449.68
147 lbs,air,4,FedEx 2Day,452.76
148 lbs,air,4,FedEx 2Day,455.84
149 lbs,air,4,FedEx 2Day,458.92
150 lbs,air,4,FedEx 2Day,462.0
2 lbs,air,5,FedEx 2Day,36.19
3 lbs,air,5,FedEx 2Day,39.85
4 lbs,air,5,FedEx 2Day,46.52
5 lbs,air,5,FedEx 2Day,51.7
6 lbs,air,5,FedEx 2Day,56.44
7 lbs,air,5,FedEx 2Day,61.69
8 lbs,air,5,FedEx 2Day,67.3
9 lbs,air,5,FedEx 2Day,72.25
10 lbs,air,5,FedEx 2Day,77.17
11 lbs,air,5,FedEx 2Day,82.52
12 lbs,air,5,FedEx 2Day,87.18
13 lbs,air,5,FedEx 2Day,92.41
14 lbs,air,5,FedEx 2Day,97.73
15 lbs,air,5,FedEx 2Day,101.51
16 lbs,air,5,FedEx 2Day,104.81
17 lbs,air,5,FedEx 2Day,109.85
18 lbs,air,5,FedEx 2Day,113.64
19 lbs,air,5,FedEx 2Day,118.28
20 lbs,air,5,FedEx 2Day,123.79
21 lbs,air,5,FedEx 2Day,127.97
22 lbs,air,5,FedEx 2Day,131.58
23 lbs,air,5,FedEx 2Day,135.33
24 lbs,air,5,FedEx 2Day,140.58
25 lbs,air,5,FedEx 2Day,145.41
26 lbs,air,5,FedEx 2Day,150.18
27 lbs,air,5,FedEx 2Day,155.49
28 lbs,air,5,FedEx 2Day,159.19
29 lbs,air,5,FedEx 2Day,162.98
30 lbs,air,5,FedEx 2Day,168.3
31 lbs,air,5,FedEx 2Day,172.08
32 lbs,air,5,FedEx 2Day,176.24
33 lbs,air,5,FedEx 2Day,180.0
34 lbs,air,5,FedEx 2Day,186.3
35 lbs,air,5,FedEx 2Day,189.99
36 lbs,air,5,FedEx 2Day,193.89
37 lbs,air,5,FedEx 2Day,198.9
38 lbs,air,5,FedEx 2Day,202.92
39 lbs,air,5,FedEx 2Day,206.96
40 lbs,air,5,FedEx 2Day,211.63
41 lbs,air,5,FedEx 2Day,215.51
42 lbs,air,5,FedEx 2Day,220.06
43 lbs,air,5,FedEx 2Day,223.73
44 lbs,air,5,FedEx 2Day,227.72
45 lbs,air,5,FedEx 2Day,230.88
46 lbs,air,5,FedEx 2Day,233.24
47 lbs,air,5,FedEx 2Day,233.54
48 lbs,air,5,FedEx 2Day,233.83
49 lbs,air,5,FedEx 2Day,234.09
50 lbs,air,5,FedEx 2Day,234.54
51 lbs,air,5,FedEx 2Day,243.39
52 lbs,air,5,FedEx 2Day,256.78
53 lbs,air,5,FedEx 2Day,258.67
54 lbs,air,5,FedEx 2Day,259.28
55 lbs,air,5,FedEx 2Day,259.87
56 lbs,air,5,FedEx 2Day,260.62
57 lbs,air,5,FedEx 2Day,275.33
58 lbs,air,5,FedEx 2Day,276.82
59 lbs,air,5,FedEx 2Day,277.43
60 lbs,air,5,FedEx 2Day,285.16
61 lbs,air,5,FedEx 2Day,285.95
62 lbs,air,5,FedEx 2Day,286.55
63 lbs,air,5,FedEx 2Day,292.47
64 lbs,air,5,FedEx 2Day,293.07
65 lbs,air,5,FedEx 2Day,300.85
66 lbs,air,5,FedEx 2Day,301.64
67 lbs,air,5,FedEx 2Day,302.23
68 lbs,air,5,FedEx 2Day,302.83
69 lbs,air,5,FedEx 2Day,304.15
70 lbs,air,5,FedEx 2Day,329.94
71 lbs,air,5,FedEx 2Day,332.54
72 lbs,air,5,FedEx 2Day,333.13
73 lbs,air,5,FedEx 2Day,338.61
74 lbs,air,5,FedEx 2Day,339.2
75 lbs,air,5,FedEx 2Day,346.04
76 lbs,air,5,FedEx 2Day,348.53
77 lbs,air,5,FedEx 2Day,349.73
78 lbs,air,5,FedEx 2Day,366.49
79 lbs,air,5,FedEx 2Day,368.18
80 lbs,air,5,FedEx 2Day,369.38
81 lbs,air,5,FedEx 2Day,370.57
82 lbs,air,5,FedEx 2Day,371.75
83 lbs,air,5,FedEx 2Day,372.96
84 lbs,air,5,FedEx 2Day,374.15
85 lbs,air,5,FedEx 2Day,389.44
86 lbs,air,5,FedEx 2Day,390.98
87 lbs,air,5,FedEx 2Day,392.18
88 lbs,air,5,FedEx 2Day,393.38
89 lbs,air,5,FedEx 2Day,394.55
90 lbs,air,5,FedEx 2Day,395.76
91 lbs,air,5,FedEx 2Day,396.95
92 lbs,air,5,FedEx 2Day,398.14
93 lbs,air,5,FedEx 2Day,399.33
94 lbs,air,5,FedEx 2Day,400.52
95 lbs,air,5,FedEx 2Day,401.74
96 lbs,air,5,FedEx 2Day,408.83
97 lbs,air,5,FedEx 2Day,410.02
98 lbs,air,5,FedEx 2Day,411.22
99 lbs,air,5,FedEx 2Day,435.16
100 lbs,air,5,FedEx 2Day,458.0
101 lbs,air,5,FedEx 2Day,462.58
102 lbs,air,5,FedEx 2Day,467.16
103 lbs,air,5,FedEx 2Day,471.74
104 lbs,air,5,FedEx 2Day,476.32
105 lbs,air,5,FedEx 2Day,480.9
106 lbs,air,5,FedEx 2Day,485.48
107 lbs,air,5,FedEx 2Day,490.06
108 lbs,air,5,FedEx 2Day,494.64
109 lbs,air,5,FedEx 2Day,499.22
110 lbs,air,5,FedEx 2Day,503.8
111 lbs,air,5,FedEx 2Day,508.38
112 lbs,air,5,FedEx 2Day,512.96
113 lbs,air,5,FedEx 2Day,517.54
114 lbs,air,5,FedEx 2Day,522.12
115 lbs,air,5,FedEx 2Day,526.7
116 lbs,air,5,FedEx 2Day,531.28
117 lbs,air,5,FedEx 2Day,535.86
118 lbs,air,5,FedEx 2Day,540.44
119 lbs,air,5,FedEx 2Day,545.02
120 lbs,air,5,FedEx 2Day,549.6
121 lbs,air,5,FedEx 2Day,554.18
122 lbs,air,5,FedEx 2Day,558.76
123 lbs,air,5,FedEx 2Day,563.34
124 lbs,air,5,FedEx 2Day,567.92
125 lbs,air,5,FedEx 2Day,572.5
126 lbs,air,5,FedEx 2Day,577.08
127 lbs,air,5,FedEx 2Day,581.66
128 lbs,air,5,FedEx 2Day,586.24
129 lbs,air,5,FedEx 2Day,590.82
130 lbs,air,5,FedEx 2Day,595.4
131 lbs,air,5,FedEx 2Day,599.98
132 lbs,air,5,FedEx 2Day,604.56
133 lbs,air,5,FedEx 2Day,609.14
134 lbs,air,5,FedEx 2Day,613.72
135 lbs,air,5,FedEx 2Day,618.3
136 lbs,air,5,FedEx 2Day,622.88
137 lbs,air,5,FedEx 2Day,627.46
138 lbs,air,5,FedEx 2Day,632.04
139 lbs,air,5,FedEx 2Day,636.62
140 lbs,air,5,FedEx 2Day,641.2
141 lbs,air,5,FedEx 2Day,645.78
142 lbs,air,5,FedEx 2Day,650.36
143 lbs,air,5,FedEx 2Day,654.94
144 lbs,air,5,FedEx 2Day,659.52
145 lbs,air,5,FedEx 2Day,664.1
146 lbs,air,5,FedEx 2Day,668.68
147 lbs,air,5,FedEx 2Day,673.26
148 lbs,air,5,FedEx 2Day,677.84
149 lbs,air,5,FedEx 2Day,682.42
150 lbs,air,5,FedEx 2Day,687.0
2 lbs,air,6,FedEx 2Day,45.11
3 lbs,air,6,FedEx 2Day,51.83
4 lbs,air,6,FedEx 2Day,59.88
5 lbs,air,6,FedEx 2Day,66.89
6 lbs,air,6,FedEx 2Day,74.36
7 lbs,air,6,FedEx 2Day,83.64
8 lbs,air,6,FedEx 2Day,92.55
9 lbs,air,6,FedEx 2Day,96.41
10 lbs,air,6,FedEx 2Day,107.51
11 lbs,air,6,FedEx 2Day,116.05
12 lbs,air,6,FedEx 2Day,119.69
13 lbs,air,6,FedEx 2Day,133.18
14 lbs,air,6,FedEx 2Day,135.3
15 lbs,air,6,FedEx 2Day,148.81
16 lbs,air,6,FedEx 2Day,155.34
17 lbs,air,6,FedEx 2Day,162.34
18 lbs,air,6,FedEx 2Day,169.07
19 lbs,air,6,FedEx 2Day,175.24
20 lbs,air,6,FedEx 2Day,181.48
21 lbs,air,6,FedEx 2Day,182.11
22 lbs,air,6,FedEx 2Day,194.05
23 lbs,air,6,FedEx 2Day,201.07
24 lbs,air,6,FedEx 2Day,208.41
25 lbs,air,6,FedEx 2Day,215.19
26 lbs,air,6,FedEx 2Day,222.49
27 lbs,air,6,FedEx 2Day,230.03
28 lbs,air,6,FedEx 2Day,235.91
29 lbs,air,6,FedEx 2Day,242.27
30 lbs,air,6,FedEx 2Day,248.91
31 lbs,air,6,FedEx 2Day,254.6
32 lbs,air,6,FedEx 2Day,262.06
33 lbs,air,6,FedEx 2Day,269.09
34 lbs,air,6,FedEx 2Day,277.23
35 lbs,air,6,FedEx 2Day,285.55
36 lbs,air,6,FedEx 2Day,293.22
37 lbs,air,6,FedEx 2Day,301.19
38 lbs,air,6,FedEx 2Day,308.86
39 lbs,air,6,FedEx 2Day,316.34
40 lbs,air,6,FedEx 2Day,323.52
41 lbs,air,6,FedEx 2Day,330.83
42 lbs,air,6,FedEx 2Day,337.92
43 lbs,air,6,FedEx 2Day,345.87
44 lbs,air,6,FedEx 2Day,352.61
45 lbs,air,6,FedEx 2Day,359.03
46 lbs,air,6,FedEx 2Day,365.1
47 lbs,air,6,FedEx 2Day,365.76
48 lbs,air,6,FedEx 2Day,378.86
49 lbs,air,6,FedEx 2Day,385.3
50 lbs,air,6,FedEx 2Day,391.89
51 lbs,air,6,FedEx 2Day,412.28
52 lbs,air,6,FedEx 2Day,418.55
53 lbs,air,6,FedEx 2Day,419.19
54 lbs,air,6,FedEx 2Day,420.1
55 lbs,air,6,FedEx 2Day,438.08
56 lbs,air,6,FedEx 2Day,439.9
57 lbs,air,6,FedEx 2Day,454.22
58 lbs,air,6,FedEx 2Day,459.49
59 lbs,air,6,FedEx 2Day,465.21
60 lbs,air,6,FedEx 2Day,472.36
61 lbs,air,6,FedEx 2Day,479.06
62 lbs,air,6,FedEx 2Day,480.11
63 lbs,air,6,FedEx 2Day,497.42
64 lbs,air,6,FedEx 2Day,499.16
65 lbs,air,6,FedEx 2Day,499.7
66 lbs,air,6,FedEx 2Day,500.57
67 lbs,air,6,FedEx 2Day,501.12
68 lbs,air,6,FedEx 2Day,501.67
69 lbs,air,6,FedEx 2Day,503.38
70 lbs,air,6,FedEx 2Day,529.82
71 lbs,air,6,FedEx 2Day,532.47
72 lbs,air,6,FedEx 2Day,541.52
73 lbs,air,6,FedEx 2Day,542.43
74 lbs,air,6,FedEx 2Day,543.19
75 lbs,air,6,FedEx 2Day,558.23
76 lbs,air,6,FedEx 2Day,566.96
77 lbs,air,6,FedEx 2Day,584.3
78 lbs,air,6,FedEx 2Day,586.04
79 lbs,air,6,FedEx 2Day,589.17
80 lbs,air,6,FedEx 2Day,621.24
81 lbs,air,6,FedEx 2Day,624.46
82 lbs,air,6,FedEx 2Day,625.64
83 lbs,air,6,FedEx 2Day,635.52
84 lbs,air,6,FedEx 2Day,642.32
85 lbs,air,6,FedEx 2Day,643.51
86 lbs,air,6,FedEx 2Day,644.68
87 lbs,air,6,FedEx 2Day,645.85
88 lbs,air,6,FedEx 2Day,647.04
89 lbs,air,6,FedEx 2Day,655.02
90 lbs,air,6,FedEx 2Day,661.81
91 lbs,air,6,FedEx 2Day,662.99
92 lbs,air,6,FedEx 2Day,664.17
93 lbs,air,6,FedEx 2Day,665.34
94 lbs,air,6,FedEx 2Day,666.53
95 lbs,air,6,FedEx 2Day,668.55
96 lbs,air,6,FedEx 2Day,673.79
97 lbs,air,6,FedEx 2Day,687.97
98 lbs,air,6,FedEx 2Day,704.06
